0289 recover 1
0290 redeemed 1
0291 relieve 1
0292 remaining 1
0293 remains 1
0294 remnants 1
0295 reserve 1
0296 resort 1
0297 rest 1
0298 risky 1
0299 river 1
0300 road 1
0301 robinson 1
0302 routine 1
0303 rule 1
0304 ryan 1
0305 sailors 1
0306 sam 1
0307 sat 1
0308 save 1
0309 saying 1
0310 scarlet 1
0311 score 1
0312 sealed 1
0313 season 1
0314 seasonhigh 1
0315 secondworst 1
0316 secretary 1
0317 selection 1
0318 send 1
0319 seven 1
0320 shoot 1
0321 shooting 1
0322 shots 1
0323 showed 1
0324 sidney 1
0325 singledigit 1
0326 singletary 1
0327 site 1
0328 slowly 1
0329 snake 1
0330 snapped 1
0331 spilling 1
0332 square 1
0333 staff 1
0334 states 1
0335 straight 1
0336 stressed 1
0337 stretch 1
0338 stretched 1
0339 stricken 1
0340 struggled 1
0341 struggling 1
0342 submerged 1
0343 success 1
0344 successful 1
0345 taba 1
0346 tanker 1
0347 team 1
0348 technical 1
0349 television 1
0350 temple 1
0351 throw 1
0352 throwing 1
0353 throws 1
0354 tiananmen 1
0355 tight 1
0356 time 1
0357 tired 1
0358 todd 1
0359 tournament 1
0360 tripledouble 1
0361 troy 1
0362 tuesday 1
0363 u.s 1
0364 understand 1
0365 united 1
0366 used 1
0367 valery 1
0368 victory 1
0369 wants 1
0370 way 1
0371 welcome 1
0372 went 1
0373 west 1
0374 win 1
0375 winners 1
0376 winning 1
0377 withdrawal 1
0378 work 1
0379 world 1
0380 xavier 1
